x,y
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
-19.3992977142334,-2.9704172611236572
